PUMFID,LFW_400,LFW_410,LFW_420A,LFW_420B,LFW_420C,LFW_440,AFT_P010,AFT_020,AFT_P040,AFT_050,AFT_070,AFT_080,AFT_090,BEF_P140,BEF_P150,BEF_160,DEM_P010,DEM_P030,DEM_P140,GRADAGEP,REG_INST,CERTLEVP,PGMCIPAP,COOP,PREVLEVP,HLOSGRDP,HLOSINTP,STULOANS,OWESLGD,OWEGVIN,SRCFUND,RESP,SCHOLAR,DBTOTGRD,DBTOTINT,DBTALGRD,DBTALINT,LFSTAT,LFCINDP,LFCOCCP,LFWFTPT1,JOBQLEVP,JOBQLGRD,JOBQLINT,JOBINCP,PERSINCP,REG_RESP,VISBMINP,CTZSHIPP,LHOMEP,LFIRSTP,FATHEDP,FATEDGRD,FATEDINT,MOTHEDP,MOTEDGRD,MOTEDINT,DDIS_FL,DTYPERP,DCLASSP,WTPF
47602,1,2,2,4,2,2,3,2,1,2,1,6,1,1,1,6,1,2,1,4,4,1,9,2,6,1,1,2,6,6,1,6,6,6,6,6,6,1,7,4,1,1,2,2,4,4,9,2,1,1,1,2,1,1,2,1,1,1,2,2,11.3271
47606,3,2,2,5,3,1,6,6,6,6,6,6,6,3,1,5,2,0,1,1,1,2,6,2,6,2,3,2,6,6,3,6,2,6,6,6,6,1,7,5,1,2,2,1,5,4,1,2,1,1,1,5,2,1,4,1,1,2,6,0,12.1596
47607,6,6,6,6,6,6,1,1,9,9,9,9,2,3,1,2,2,0,1,2,3,3,4,2,2,3,3,2,6,6,3,6,3,6,6,6,6,2,96,96,6,6,6,6,96,7,3,2,1,1,1,6,2,2,6,3,3,2,6,0,11.7664
47608,1,2,2,3,1,1,6,6,6,6,6,6,6,3,1,6,1,0,1,1,4,2,5,1,2,2,2,1,4,3,3,2,1,3,3,4,4,1,4,2,1,2,2,2,5,4,4,2,1,1,1,5,2,2,4,1,1,2,6,0,10.8597
47609,2,1,2,3,2,1,6,6,6,6,6,6,6,3,1,2,2,0,3,1,2,2,4,2,6,2,2,2,6,6,2,6,6,2,1,2,1,1,2,7,2,0,1,1,4,4,3,2,1,1,3,3,1,1,5,3,3,2,6,0,43.5549
47610,6,6,6,6,6,6,2,2,1,1,2,2,1,3,1,3,2,0,1,1,3,3,9,2,2,3,3,1,3,0,3,6,0,2,2,3,2,3,96,96,6,6,6,6,96,3,3,1,2,1,1,6,2,1,5,1,1,2,6,0,11.2514
47611,1,2,2,2,2,2,3,2,1,1,2,2,1,3,1,3,1,0,1,1,4,2,5,2,6,2,2,2,6,6,3,6,1,6,6,6,6,1,4,2,1,3,3,3,5,99,4,1,1,1,1,2,1,1,2,1,1,2,6,0,15.3974
47615,3,1,2,4,4,1,6,6,6,6,6,6,6,1,1,6,2,0,3,1,2,1,2,2,6,1,1,1,3,3,3,6,6,6,6,3,3,1,1,9,1,2,3,3,6,6,2,2,1,2,2,99,9,9,4,1,1,1,1,1,17.2455
47616,1,2,2,3,2,1,6,6,6,6,6,6,6,1,1,6,1,1,1,1,4,1,9,2,6,1,1,2,6,6,1,6,6,6,6,6,6,1,7,4,1,0,1,1,4,3,9,2,1,1,1,1,1,1,2,1,1,2,6,0,32.2057
47620,2,2,1,2,1,1,6,6,6,6,6,6,6,1,1,6,1,0,3,4,2,1,5,2,1,1,1,2,6,6,1,6,6,6,6,6,6,1,2,7,1,0,1,1,4,4,2,2,1,2,2,1,1,1,2,1,1,2,6,0,17.2455
47623,1,2,1,2,2,2,1,2,1,2,2,3,1,3,1,1,1,3,1,2,4,1,9,2,6,1,2,1,3,4,3,6,6,9,9,9,9,1,7,4,1,1,2,1,6,6,9,2,1,1,1,2,1,1,2,1,1,1,2,2,14.3545
47625,2,2,2,1,3,1,6,6,6,6,6,6,6,1,1,4,2,0,1,2,1,2,5,2,1,2,2,1,3,2,3,6,1,6,6,3,2,1,3,2,1,2,2,2,5,5,1,2,1,1,1,3,1,1,3,1,1,2,6,0,10.1275
47627,1,2,1,1,1,2,1,2,1,1,1,6,2,1,1,2,1,0,1,1,1,2,5,2,2,2,2,1,3,1,2,6,6,6,6,3,1,1,7,5,1,2,2,2,7,6,1,2,1,1,1,2,1,1,5,2,2,2,6,0,10.3616
47628,1,2,1,2,2,2,1,2,1,1,1,6,1,1,1,3,2,1,1,1,4,1,5,2,6,1,2,1,4,4,3,6,1,6,6,4,4,1,3,2,1,1,2,1,5,4,9,2,1,1,1,1,1,1,99,9,9,1,2,3,10.3712
47629,1,2,2,3,2,2,1,3,1,1,2,2,2,3,1,2,2,0,1,1,3,3,6,2,6,3,3,1,4,4,3,1,3,3,0,4,4,1,7,3,1,3,2,2,8,8,3,1,2,3,3,6,2,2,5,1,1,2,6,0,10.516
47631,1,2,1,1,1,2,3,2,1,1,2,2,1,4,2,6,1,0,1,2,1,2,1,2,2,2,3,2,6,6,3,3,4,6,6,6,6,1,5,5,1,2,2,1,6,6,1,2,1,1,1,6,3,2,5,2,1,2,6,0,10.9905
47632,1,1,1,2,4,1,6,6,6,6,6,6,6,3,1,1,2,0,3,1,2,1,5,2,6,1,2,1,2,0,3,6,6,6,6,2,0,1,3,7,2,0,1,1,2,2,2,2,1,2,2,1,1,1,6,3,3,2,6,0,16.1185
47636,1,2,1,1,3,2,3,1,1,2,1,6,1,1,2,3,1,0,3,2,3,3,9,2,2,3,3,2,6,6,3,9,9,6,6,6,6,1,5,5,2,3,2,1,3,10,3,2,1,1,1,5,1,1,5,1,1,2,6,0,10.1448
47637,1,2,1,1,1,1,6,6,6,6,6,6,6,3,1,6,1,0,1,2,4,2,9,2,2,2,2,2,6,6,2,6,6,6,6,6,6,1,7,4,1,2,2,2,8,8,4,2,1,1,1,6,3,3,2,1,1,2,6,0,10.5979
47641,1,2,3,4,4,1,6,6,6,6,6,6,6,4,2,6,2,2,1,2,4,2,9,2,0,2,2,2,6,6,3,3,2,3,3,3,3,1,6,6,2,2,2,2,2,2,4,2,1,1,1,3,1,1,6,3,3,2,6,0,11.0243
47643,2,1,2,2,2,2,1,2,1,1,1,6,1,3,2,4,2,0,3,1,4,2,4,2,6,2,2,1,4,0,3,2,1,6,6,4,0,1,2,2,1,0,1,1,7,6,4,2,1,1,1,2,1,1,2,1,1,2,6,0,10.376
47644,1,2,4,4,2,2,1,1,1,1,1,6,1,3,1,3,2,0,1,1,3,3,5,2,2,3,3,1,3,0,3,6,1,6,6,3,0,1,3,2,1,9,1,1,9,8,3,9,1,3,3,5,1,1,5,1,1,2,6,0,12.3149
47647,6,6,6,6,6,6,1,4,1,1,1,6,1,3,1,1,2,0,1,2,4,2,5,1,6,2,2,2,6,6,2,6,6,6,6,6,6,3,96,96,6,6,6,6,96,4,4,1,3,5,3,99,9,9,4,1,1,2,6,0,33.3979
47648,2,2,1,2,4,2,4,1,1,1,1,6,2,1,1,6,1,0,1,3,4,3,4,2,3,3,3,1,0,0,3,6,1,0,0,0,0,1,5,5,2,3,2,1,2,8,4,2,1,1,1,6,3,2,6,1,1,2,6,0,10.1781
47650,2,2,2,2,3,2,3,1,1,2,1,6,3,4,1,4,1,1,1,1,3,1,4,2,6,1,3,1,1,4,2,6,6,6,6,1,4,1,5,5,2,2,3,1,2,3,3,1,2,1,3,6,3,2,5,3,1,2,6,0,51.9627
47652,6,6,6,6,6,6,1,2,1,2,1,6,2,4,1,6,1,2,1,4,3,1,5,2,1,1,1,2,6,6,1,6,6,6,6,6,6,3,96,96,6,6,6,6,96,3,3,2,1,1,1,99,9,9,99,9,9,1,2,1,39.8331
47654,1,2,1,2,1,1,6,6,6,6,6,6,6,1,1,6,1,1,1,3,4,1,5,2,6,1,1,2,6,6,1,6,6,6,6,6,6,1,3,2,1,1,2,2,4,4,9,2,1,1,1,1,1,1,1,1,1,2,6,0,18.7256
47655,6,6,6,6,6,6,1,1,1,1,1,6,3,1,1,3,2,0,1,2,3,3,5,2,6,3,3,2,6,6,3,6,6,6,6,6,6,3,96,96,6,6,6,6,96,1,3,1,3,3,3,6,2,2,5,1,1,2,6,0,11.2514
47657,1,2,2,2,2,2,0,6,6,6,6,6,6,4,1,1,1,2,1,3,3,1,4,2,9,9,1,1,9,4,3,6,6,6,6,9,4,1,7,5,2,1,9,2,1,3,3,1,2,3,3,6,3,3,2,1,1,1,1,1,39.8331
47658,6,6,6,6,6,6,3,2,1,2,2,3,1,1,1,2,2,0,1,1,4,2,1,2,6,2,2,2,6,6,2,6,1,6,6,6,6,2,96,96,6,6,6,6,96,4,4,2,1,1,1,3,1,1,4,1,1,2,6,0,18.0577
47661,1,2,2,2,2,1,6,6,6,6,6,6,6,3,1,1,2,0,1,1,3,3,5,2,2,3,3,2,6,6,2,6,3,6,6,6,6,1,3,2,1,2,1,1,10,10,3,2,1,1,1,6,1,1,6,1,1,2,6,0,12.3149
47667,1,2,2,3,2,2,3,1,1,2,2,4,2,1,1,3,2,0,3,1,2,1,4,2,6,1,1,2,6,6,3,6,6,2,0,2,0,1,7,5,1,1,2,2,4,4,2,1,1,5,3,2,1,1,1,1,1,2,6,0,18.8757
47669,6,6,6,6,6,6,1,1,1,1,2,4,2,1,1,6,1,0,3,2,4,2,5,2,6,2,2,2,6,6,3,6,6,3,2,3,2,2,96,96,6,6,6,6,96,1,4,1,1,1,1,3,1,1,4,1,1,1,1,2,11.1206
47671,1,2,1,1,1,1,6,6,6,6,6,6,6,2,1,6,1,3,3,3,2,1,5,2,9,9,1,1,1,0,3,6,6,6,6,1,0,1,4,2,1,1,9,2,4,3,2,2,1,2,2,1,1,1,1,1,1,2,6,0,17.2455
47672,1,2,1,3,1,1,6,6,6,6,6,6,6,1,2,6,1,1,1,3,1,2,8,2,1,2,2,2,6,6,1,6,6,6,6,6,6,1,1,1,1,1,1,1,10,9,4,2,1,1,1,6,3,3,5,2,2,2,6,0,12.1596
47673,6,6,6,6,6,6,2,1,2,2,6,6,1,1,2,6,1,2,1,3,3,3,2,2,3,3,3,2,6,6,3,6,4,6,6,6,6,3,96,96,6,6,6,6,96,2,4,2,1,1,1,5,1,1,2,1,1,2,6,0,10.623
47674,3,2,3,2,2,1,6,6,6,6,6,6,6,4,1,5,1,0,1,1,4,2,4,2,6,2,2,1,4,4,3,6,6,6,6,4,4,1,2,2,1,0,1,1,7,7,4,2,1,1,1,2,1,1,1,1,1,1,1,1,14.2388
47675,1,2,3,1,1,1,6,6,6,6,6,6,6,3,1,3,1,0,3,1,2,2,5,1,1,2,3,1,0,0,3,6,6,6,6,0,0,1,4,2,1,2,2,1,8,7,2,2,1,2,2,6,3,2,5,2,1,2,6,0,69.9298
47678,3,2,2,1,1,1,6,6,6,6,6,6,6,1,1,6,2,0,1,2,4,2,3,2,1,2,2,1,3,4,3,6,6,2,0,4,4,1,5,5,1,2,2,2,7,6,4,2,1,1,1,1,1,1,4,1,1,2,6,0,10.1339
47679,3,1,2,4,2,1,6,6,6,6,6,6,6,3,2,4,2,0,1,1,2,2,4,2,6,2,3,2,6,6,3,9,6,6,6,6,6,1,6,2,1,0,1,1,4,3,3,2,1,1,1,6,3,1,5,3,1,2,6,0,43.5549
47685,1,2,1,1,1,2,1,3,1,1,2,2,2,3,1,3,2,0,3,1,2,1,5,1,6,1,2,1,0,1,3,2,6,6,6,0,1,1,1,2,2,1,2,1,2,1,2,1,2,5,3,4,2,1,4,2,1,2,6,0,17.2455
47686,1,2,2,2,2,1,6,6,6,6,6,6,6,1,2,6,1,1,1,2,4,3,1,2,2,3,3,2,6,6,1,6,6,6,6,6,6,1,5,5,1,2,1,1,99,99,4,2,1,1,1,5,1,1,5,1,1,2,6,0,10.1455
47687,1,1,4,2,1,1,6,6,6,6,6,6,6,3,1,1,2,2,3,1,2,2,4,2,2,2,2,2,6,6,1,6,6,6,6,6,6,1,6,5,1,2,2,3,1,1,2,2,1,2,2,5,3,3,2,1,1,2,6,0,37.4128
47689,6,6,6,6,6,6,1,2,1,1,1,6,3,1,1,3,1,1,1,1,4,1,9,2,6,1,1,2,6,6,2,6,6,6,6,6,6,3,96,96,6,6,6,6,96,1,9,2,1,1,1,1,1,1,2,1,1,2,6,0,11.3271
47692,6,6,6,6,6,6,2,1,1,1,1,6,2,3,1,5,2,0,1,1,4,1,8,2,6,1,1,2,6,6,3,1,1,6,6,6,6,2,96,96,6,6,6,6,96,5,9,2,1,1,1,3,1,1,5,3,3,1,1,1,10.7957
47694,1,2,2,2,2,2,1,1,1,1,1,6,1,3,1,2,1,0,3,1,2,3,5,2,2,3,3,1,1,1,3,3,6,6,6,1,1,1,4,2,1,3,2,2,6,5,2,2,1,2,2,2,1,1,4,1,1,2,6,0,10.4801
47695,3,2,2,2,3,2,9,9,9,9,9,9,9,1,1,6,2,0,1,4,1,2,5,2,6,2,2,1,3,0,3,6,1,2,0,3,0,1,3,1,1,2,2,2,10,99,4,2,1,1,1,3,1,1,2,1,1,1,1,1,10.1859
47696,3,2,2,1,2,2,2,3,1,1,2,1,3,3,1,6,2,0,3,2,2,1,9,1,1,1,1,2,6,6,3,9,6,0,3,0,3,1,7,4,2,0,1,1,2,99,2,2,1,2,2,4,3,3,5,3,3,1,1,1,16.1185
47697,1,1,3,4,3,2,3,1,1,1,1,6,1,3,1,6,2,0,1,1,3,2,5,2,6,2,2,2,6,6,3,2,6,3,0,3,0,1,3,2,1,1,1,1,6,5,3,2,1,1,1,5,2,2,5,2,2,2,6,0,74.1495
47698,1,1,2,4,1,2,3,1,1,1,1,6,1,1,1,6,2,0,3,4,3,3,1,2,2,3,3,1,0,0,3,6,6,1,0,1,0,1,5,5,1,2,1,1,10,10,3,2,2,1,3,5,1,1,6,1,1,1,3,2,13.6981
47699,1,2,1,1,1,1,6,6,6,6,6,6,6,3,1,4,2,0,3,1,2,2,8,1,1,2,2,2,6,6,2,6,6,6,6,6,6,1,6,3,1,2,2,2,10,8,2,2,1,2,2,5,2,2,5,2,2,2,6,0,37.4128
47701,2,1,2,2,1,1,6,6,6,6,6,6,6,3,1,6,1,0,1,1,1,2,5,2,6,2,2,1,2,0,3,6,2,6,6,2,0,1,2,7,1,0,1,1,5,5,1,2,1,1,1,1,1,1,2,1,1,2,6,0,10.7928
47703,1,2,2,3,3,1,6,6,6,6,6,6,6,3,1,1,2,0,1,1,4,2,5,2,6,2,2,1,4,4,3,6,1,6,6,4,4,1,1,2,1,2,2,2,8,8,4,1,2,3,3,4,1,1,2,1,1,2,6,0,10.8597
47704,2,1,1,1,1,1,6,6,6,6,6,6,6,1,1,6,1,2,3,3,2,3,5,2,3,3,3,1,9,9,2,6,6,6,6,9,9,1,4,3,1,2,1,1,8,8,2,2,1,2,2,5,1,1,1,1,1,2,6,0,13.9653
47707,1,2,2,4,1,1,6,6,6,6,6,6,6,3,1,3,2,0,1,2,4,2,9,2,2,2,2,2,6,6,3,6,3,2,1,2,1,1,7,4,1,2,2,2,8,8,3,2,1,1,1,6,2,2,5,1,1,2,6,0,11.0901
47709,2,2,1,4,2,1,6,6,6,6,6,6,6,1,1,4,1,0,1,2,4,1,7,2,6,1,1,2,6,6,3,2,1,2,2,2,2,1,1,3,1,2,3,3,8,8,9,1,1,1,5,99,9,9,99,9,9,2,6,0,23.5885
47710,1,2,2,2,2,1,6,6,6,6,6,6,6,3,1,4,2,0,2,1,2,1,9,2,6,1,2,1,1,0,2,6,6,6,6,1,0,1,7,4,1,1,2,1,6,6,2,2,1,2,2,2,1,1,4,2,1,2,6,0,15.5494
47711,1,2,1,3,1,2,1,2,1,1,1,6,1,1,1,5,2,0,1,2,3,3,8,2,2,3,3,2,6,6,3,3,6,6,6,6,6,1,1,9,1,2,1,1,8,8,3,1,1,1,3,2,1,1,2,1,1,2,6,0,10.516
47712,3,2,1,4,2,2,3,3,1,2,1,6,3,3,1,6,1,0,1,1,3,2,3,2,6,2,2,1,3,3,2,6,6,6,6,3,3,1,7,5,1,2,2,2,5,5,3,1,1,1,1,2,1,1,4,1,1,2,6,0,63.2254
47713,3,1,4,9,9,1,6,6,6,6,6,6,6,3,1,3,1,1,1,3,4,3,8,2,3,3,3,1,4,0,3,6,2,9,9,9,9,1,6,3,1,1,1,1,7,8,4,1,2,5,3,5,1,1,5,1,1,2,6,0,10.0681
47714,1,2,2,4,4,1,6,6,6,6,6,6,6,3,9,1,2,0,1,1,3,2,7,2,6,2,3,2,6,6,1,6,6,6,6,6,6,1,4,3,1,3,3,2,6,1,3,1,1,5,5,6,3,3,6,3,2,1,2,3,74.1495
47717,1,2,3,2,1,1,6,6,6,6,6,6,6,3,1,6,1,2,3,3,4,2,1,2,2,2,2,2,6,6,1,6,6,6,6,6,6,1,5,5,1,2,2,2,6,6,4,2,1,1,1,4,1,1,4,1,1,2,6,0,14.2388
47718,1,2,1,2,9,2,3,1,1,1,1,6,3,3,1,4,1,0,1,2,4,2,5,2,6,2,3,2,6,6,3,6,6,6,6,6,6,1,5,5,2,3,3,2,99,99,4,2,1,1,1,5,2,1,4,1,1,2,6,0,10.8597
47719,6,6,6,6,6,6,1,4,2,2,6,6,3,3,1,6,1,2,3,4,4,1,8,2,9,1,1,1,4,4,2,6,6,6,6,4,4,3,96,96,6,6,6,6,96,99,9,1,1,3,3,1,1,1,1,1,1,2,6,0,13.1148
47721,1,2,2,3,2,1,6,6,6,6,6,6,6,4,1,6,1,3,1,4,4,1,9,2,1,1,1,2,6,6,1,6,6,6,6,6,6,1,7,4,2,1,2,2,3,99,9,2,1,1,1,1,1,1,4,2,2,2,6,0,18.7256
47722,1,2,1,2,3,1,6,6,6,6,6,6,6,1,1,3,2,0,1,1,4,1,8,2,6,1,1,1,3,2,3,6,6,6,6,3,2,1,2,8,1,0,1,1,9,2,9,2,1,1,1,3,1,1,4,2,2,2,6,0,44.0902
47725,2,6,6,6,6,6,0,6,6,6,6,6,6,1,1,5,1,1,3,3,2,3,9,2,2,3,3,2,6,6,1,6,6,6,6,6,6,1,7,4,1,6,6,6,96,10,2,2,1,2,2,2,1,1,4,1,1,1,1,1,10.9398
47727,6,6,6,6,6,6,2,4,1,1,1,6,1,5,1,2,1,0,1,2,2,3,8,2,2,3,3,1,3,1,3,6,6,3,0,4,1,2,96,96,6,6,6,6,96,6,3,9,2,3,3,5,1,1,2,1,1,2,6,0,15.4887
47729,6,6,6,6,6,6,3,2,1,1,1,6,3,1,1,2,2,0,1,1,3,1,8,2,6,1,1,1,0,1,2,6,6,6,6,0,1,3,96,96,6,6,6,6,96,3,3,2,1,1,1,2,1,1,4,2,2,2,6,0,51.9627
47730,1,2,1,1,1,2,0,6,6,6,6,6,6,1,1,6,1,3,3,3,2,2,1,2,2,2,2,2,6,6,1,6,6,6,6,6,6,1,5,1,1,2,2,3,9,9,2,2,1,2,2,3,1,1,2,1,1,1,1,1,10.4948
47732,1,2,2,2,2,1,6,6,6,6,6,6,6,3,1,6,1,1,3,3,2,1,7,2,6,1,1,1,2,1,3,6,6,6,6,2,1,1,5,3,1,1,2,2,5,5,2,1,1,3,3,5,3,3,5,3,3,2,6,0,16.1185
47734,6,6,6,6,6,6,1,2,1,2,2,2,3,4,1,3,2,0,1,1,4,2,9,2,6,2,2,9,9,9,3,1,3,0,4,9,9,3,96,96,6,6,6,6,96,1,4,1,1,1,1,6,3,2,5,2,1,2,6,0,12.801
47735,1,2,1,2,1,2,2,1,1,1,1,6,1,1,1,3,2,0,3,2,2,1,7,2,0,1,2,1,4,4,3,6,6,1,3,4,4,1,1,3,1,2,3,2,4,3,2,2,1,2,2,5,3,2,5,3,2,1,1,1,17.2455
47736,2,2,2,1,2,1,6,6,6,6,6,6,6,3,1,1,1,0,1,1,4,2,5,2,6,2,2,1,3,1,3,9,1,6,6,3,1,1,4,5,1,2,2,2,9,8,4,2,1,1,1,5,2,2,4,1,1,2,6,0,10.6816
47740,3,1,2,4,2,2,5,2,1,2,1,6,3,3,2,5,2,0,1,1,4,1,9,2,6,1,2,2,6,6,1,6,4,6,6,6,6,1,6,7,1,9,1,1,2,2,9,2,1,1,1,2,1,1,2,1,1,2,6,0,15.9668
47741,1,2,1,2,1,1,6,6,6,6,6,6,6,1,2,6,1,1,1,3,4,3,9,2,2,3,3,2,6,6,3,6,6,6,6,6,6,1,7,4,1,3,2,2,8,8,4,2,1,1,1,2,1,1,4,1,1,2,6,0,10.4312
47742,1,2,3,2,2,2,1,2,1,1,1,6,1,3,1,3,2,0,1,1,4,2,10,2,6,2,2,2,6,6,3,6,1,3,0,3,0,1,5,2,1,2,2,2,7,6,4,2,1,1,1,4,1,1,6,3,3,1,2,1,10.8597
47743,1,1,2,3,2,2,1,2,1,1,1,6,1,2,1,6,1,3,2,3,2,1,6,2,3,3,1,1,1,0,2,6,6,6,6,1,0,1,1,3,1,1,1,2,5,5,2,1,1,2,2,4,3,3,4,3,3,2,6,0,16.1185
47745,3,1,4,4,2,2,0,6,6,6,6,6,6,1,1,6,2,0,1,2,4,2,3,2,2,2,2,2,6,6,1,6,6,6,6,6,6,1,6,7,2,0,1,1,2,3,4,2,1,1,1,6,3,3,6,3,3,2,6,0,11.0931
47746,1,6,6,6,6,6,0,6,6,6,6,6,6,1,1,3,2,0,3,2,2,3,9,2,6,3,3,1,3,2,3,6,6,4,4,4,4,1,7,4,1,6,6,6,96,9,2,2,1,2,2,2,1,1,2,1,1,2,6,0,10.9398
47747,6,6,6,6,6,6,1,2,9,1,9,9,1,3,1,2,1,0,1,2,1,3,8,2,2,3,3,2,6,6,3,6,4,6,6,6,6,2,96,96,6,6,6,6,96,7,1,1,3,3,3,6,2,2,2,1,1,2,6,0,10.324
47748,3,1,2,4,3,2,2,2,1,2,1,6,3,2,1,6,2,1,3,3,4,2,5,2,3,3,2,2,6,6,1,6,6,6,6,6,6,1,1,9,1,0,1,1,4,4,4,1,3,2,2,4,1,1,6,3,3,2,6,0,10.7771
47749,3,2,1,1,1,2,1,2,1,1,2,2,2,1,1,6,1,0,1,2,4,2,3,2,6,2,2,2,6,6,3,6,2,0,0,0,0,1,3,8,1,0,1,1,5,3,4,2,1,1,1,3,1,1,2,1,1,2,6,0,10.5979
47750,3,1,2,3,1,2,1,1,1,1,1,6,3,1,1,4,1,0,1,2,4,2,4,2,9,2,2,1,4,4,1,9,9,9,9,9,9,1,2,7,1,0,1,1,6,5,4,2,1,5,3,3,1,1,3,1,1,2,6,0,10.376
47751,6,6,6,6,6,6,0,6,6,6,6,6,6,2,1,6,1,0,1,4,2,3,5,2,2,3,3,2,6,6,1,6,6,6,6,6,6,2,96,96,6,6,6,6,96,1,2,1,2,1,3,5,1,1,4,1,1,2,6,0,10.4609
47752,2,1,2,3,1,1,6,6,6,6,6,6,6,3,1,6,1,1,3,2,2,1,5,2,1,1,1,1,3,3,3,6,1,3,3,4,3,1,4,2,1,0,1,1,4,4,2,2,1,2,2,3,1,1,2,1,1,1,1,1,18.035
47756,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,5,1,3,3,2,2,3,5,2,2,3,3,2,6,6,1,6,6,6,6,6,6,1,6,2,2,2,1,1,7,99,2,2,1,2,2,2,1,1,3,1,1,2,6,0,14.4764
47757,3,2,3,4,2,2,1,2,1,1,1,6,3,3,1,6,2,0,3,1,2,1,2,2,1,1,1,1,1,1,2,6,6,6,6,1,1,1,1,9,1,0,1,1,4,3,2,2,1,2,2,3,1,1,1,1,1,2,6,0,17.2455
47758,3,2,3,2,2,1,6,6,6,6,6,6,6,1,1,6,1,0,1,1,4,1,10,2,6,1,1,1,3,3,3,6,1,6,6,3,3,1,6,7,1,9,1,1,5,2,9,2,1,1,1,3,1,1,1,1,1,1,2,1,15.9668
47759,3,2,1,1,1,2,3,1,1,2,1,6,3,1,1,4,2,0,1,1,3,1,10,2,6,1,2,1,1,0,2,6,6,6,6,1,0,1,1,8,1,0,1,1,3,2,3,2,1,1,1,3,1,1,5,3,1,2,6,0,71.1378
47761,1,2,2,2,2,2,1,2,1,1,1,6,1,1,1,6,1,0,1,3,1,3,1,2,2,3,3,1,3,3,3,6,6,6,6,3,3,1,1,3,1,1,1,1,10,8,1,2,1,1,1,2,1,1,2,1,1,2,6,0,11.3378
47763,1,2,1,3,1,2,5,1,1,1,1,6,1,1,1,6,2,0,1,1,3,1,10,1,6,1,1,1,1,0,3,1,6,6,6,1,0,1,6,7,1,1,2,2,3,3,3,1,1,1,1,5,3,3,4,2,2,2,6,0,71.1378
47764,1,1,2,2,1,1,6,6,6,6,6,6,6,1,9,6,2,0,1,2,2,3,5,2,2,3,3,2,6,6,3,6,2,4,3,4,3,1,99,99,1,2,1,1,99,99,2,1,9,3,3,5,1,1,1,1,1,2,6,0,44.2299
47766,1,1,2,2,2,2,1,1,1,1,1,6,2,1,9,2,2,0,1,2,4,9,5,2,3,3,9,2,6,6,1,6,6,6,6,6,6,1,3,2,1,0,1,3,6,99,4,1,3,3,3,1,9,1,1,9,1,2,6,0,37.3521
47767,2,2,1,2,5,1,6,6,6,6,6,6,6,1,2,6,1,0,1,4,4,2,5,2,1,2,2,1,0,0,3,6,6,6,6,0,0,1,6,6,2,1,1,1,4,5,1,2,1,1,1,2,1,1,2,1,1,2,6,0,10.3037
47768,2,2,1,1,3,1,6,6,6,6,6,6,6,1,1,6,2,0,2,4,2,1,10,2,6,1,1,2,6,6,1,6,6,3,3,3,3,1,7,7,1,0,1,1,4,99,2,2,1,2,2,1,1,1,1,1,1,2,6,0,16.1185
47769,2,1,5,5,5,1,6,6,6,6,6,6,6,1,1,6,2,0,1,1,3,2,4,2,6,2,2,1,3,3,3,6,9,6,6,3,3,1,3,7,2,0,1,1,2,3,3,1,1,1,3,99,9,9,5,2,2,1,1,1,63.2254
47770,3,2,2,2,3,1,6,6,6,6,6,6,6,1,9,3,1,1,1,2,1,1,99,2,2,2,2,2,6,6,1,6,6,6,6,6,6,1,7,4,1,9,1,1,4,99,1,1,2,5,3,6,3,3,5,3,2,2,6,0,10.4191
47771,1,2,3,1,4,2,1,5,1,1,1,6,3,1,1,1,2,0,1,1,4,1,8,2,6,1,1,2,6,6,1,6,2,6,6,6,6,1,1,8,1,0,1,1,4,4,9,2,1,1,1,5,3,3,5,3,3,1,1,1,10.7957
47772,1,1,1,2,2,1,6,6,6,6,6,6,6,3,1,1,2,0,3,1,3,1,4,2,1,1,2,1,3,3,3,6,1,3,2,4,4,1,7,5,1,1,2,1,4,99,3,2,1,5,5,2,1,1,5,3,1,1,2,2,51.9627
47774,2,2,1,1,1,1,6,6,6,6,6,6,6,1,2,6,2,0,1,3,1,3,1,2,3,3,3,1,0,0,3,6,6,0,0,0,0,1,5,5,1,2,1,1,10,10,1,2,1,1,1,5,1,1,5,1,1,2,6,0,10.0183
47777,1,2,1,1,2,1,6,6,6,6,6,6,6,1,1,4,2,0,1,2,3,3,4,2,2,3,3,1,0,0,3,6,4,6,6,0,0,1,5,5,2,3,2,1,2,4,3,1,2,1,1,5,1,1,5,1,1,2,6,0,11.7664
47778,2,1,2,2,2,2,4,1,1,2,2,2,1,3,1,6,2,0,3,2,2,3,1,2,2,3,3,1,3,3,3,2,6,6,6,3,3,1,3,5,1,2,1,1,7,7,2,2,1,2,2,5,1,1,5,1,1,2,6,0,10.4801
47779,2,2,2,2,2,2,1,1,1,1,1,6,1,1,1,3,2,0,3,3,2,2,5,2,6,2,2,2,6,6,1,6,6,6,6,6,6,1,3,7,1,0,1,1,5,5,2,2,1,2,2,4,1,1,3,1,1,2,6,0,33.437
47780,2,1,2,3,2,1,6,6,6,6,6,6,6,1,1,6,1,1,3,4,3,3,5,2,3,3,3,2,6,6,2,6,6,3,1,3,1,1,2,3,1,2,1,1,9,4,3,2,2,3,3,4,1,1,5,1,1,2,6,0,12.3149
