PUMFID,LFW_400,LFW_410,LFW_420A,LFW_420B,LFW_420C,LFW_440,AFT_P010,AFT_020,AFT_P040,AFT_050,AFT_070,AFT_080,AFT_090,BEF_P140,BEF_P150,BEF_160,DEM_P010,DEM_P030,DEM_P140,GRADAGEP,REG_INST,CERTLEVP,PGMCIPAP,COOP,PREVLEVP,HLOSGRDP,HLOSINTP,STULOANS,OWESLGD,OWEGVIN,SRCFUND,RESP,SCHOLAR,DBTOTGRD,DBTOTINT,DBTALGRD,DBTALINT,LFSTAT,LFCINDP,LFCOCCP,LFWFTPT1,JOBQLEVP,JOBQLGRD,JOBQLINT,JOBINCP,PERSINCP,REG_RESP,VISBMINP,CTZSHIPP,LHOMEP,LFIRSTP,FATHEDP,FATEDGRD,FATEDINT,MOTHEDP,MOTEDGRD,MOTEDINT,DDIS_FL,DTYPERP,DCLASSP,WTPF
47409,1,2,1,2,2,1,6,6,6,6,6,6,6,1,9,6,1,1,1,3,2,3,8,2,3,3,3,2,6,6,3,6,4,4,4,4,4,1,5,5,1,3,2,2,7,7,3,1,3,3,3,6,2,2,5,1,1,2,6,0,10.84
47411,1,2,3,5,4,2,3,2,1,1,2,3,2,3,1,6,2,0,3,1,1,2,1,2,2,2,2,1,4,3,3,6,6,4,4,4,4,1,5,5,1,2,2,2,4,5,1,2,1,1,1,2,1,1,5,2,2,1,2,2,10.7072
47412,2,1,3,2,2,2,4,2,1,2,2,2,3,3,1,4,1,0,3,2,2,3,4,2,2,3,3,1,2,0,2,6,6,6,6,2,0,1,6,6,1,0,1,1,4,4,2,2,1,2,2,5,1,1,5,1,1,1,1,1,14.4764
47413,1,2,2,2,2,1,6,6,6,6,6,6,6,3,1,1,2,0,3,2,2,3,5,2,2,3,3,2,6,6,3,2,1,6,6,6,6,1,1,2,1,2,1,1,3,3,2,2,1,2,2,6,3,3,6,3,3,2,6,0,10.4801
47415,1,2,3,1,2,1,6,6,6,6,6,6,6,3,2,6,1,0,1,1,4,2,9,2,2,2,2,2,6,6,3,6,1,6,6,6,6,1,7,3,1,2,2,2,7,7,4,2,1,1,1,5,2,2,4,1,1,2,6,0,10.8597
47417,1,2,1,1,3,2,1,3,1,1,2,3,1,1,1,3,1,1,3,3,2,3,5,2,2,3,3,1,3,2,3,6,1,6,6,3,2,1,3,2,1,2,1,1,5,5,2,1,2,3,3,6,2,2,5,1,1,2,6,0,13.9653
47419,1,2,3,4,4,1,6,6,6,6,6,6,6,2,1,6,2,0,2,3,2,1,5,2,3,3,1,1,1,0,3,6,6,6,6,1,0,1,2,2,1,1,1,2,5,5,2,2,2,3,3,4,3,3,3,1,1,2,6,0,16.1185
47422,1,2,3,3,2,1,6,6,6,6,6,6,6,3,1,2,2,0,1,1,3,2,9,2,6,2,2,1,4,0,3,3,1,2,0,4,0,1,7,4,2,2,2,2,5,5,3,2,1,1,1,4,1,1,4,1,1,2,6,0,56.8409
47423,1,2,3,2,2,2,1,1,1,1,2,2,1,1,1,6,2,0,3,3,2,3,4,2,2,3,3,1,2,0,3,6,4,4,3,4,3,1,5,5,1,3,2,2,9,9,2,1,1,1,1,5,1,1,6,1,1,1,2,2,10.84
47424,1,2,2,2,2,2,1,2,1,1,1,6,3,1,9,6,1,1,1,3,4,3,5,2,3,3,3,2,6,6,2,6,6,6,6,6,6,1,3,7,1,2,1,1,8,7,4,1,3,3,3,2,1,1,2,1,1,2,6,0,10.4312
47426,2,1,4,4,1,1,6,6,6,6,6,6,6,1,2,4,2,0,3,1,4,2,4,2,6,2,3,2,6,6,3,6,2,0,4,0,4,1,4,2,1,2,2,1,5,5,4,2,1,1,1,1,1,1,4,1,1,1,1,1,10.376
47428,2,1,3,4,2,2,2,3,1,1,1,6,2,5,1,1,2,0,1,1,3,3,1,2,6,3,3,2,6,6,1,6,6,6,6,6,6,1,5,5,1,2,1,1,4,99,3,1,3,3,3,5,1,1,5,1,1,2,6,0,11.7664
47429,1,1,1,3,2,1,6,6,6,6,6,6,6,1,1,5,2,0,1,1,4,2,4,2,6,2,2,2,6,6,2,6,1,6,6,6,6,1,4,2,1,2,2,2,5,5,4,2,1,1,1,99,9,9,5,2,2,2,6,0,18.0577
47431,3,1,4,4,2,2,5,2,1,1,2,1,3,1,1,2,1,0,3,2,3,3,4,2,2,3,3,1,3,3,3,6,6,6,6,3,3,1,5,2,1,1,1,1,4,4,3,2,1,1,1,6,3,3,2,1,1,2,6,0,11.2514
47433,6,6,6,6,6,6,3,2,1,2,2,2,1,4,1,2,1,1,1,4,4,1,4,2,2,2,1,1,0,0,2,6,6,6,6,0,0,3,96,96,6,6,6,6,96,1,9,2,1,9,1,5,3,3,2,1,1,2,6,0,32.2057
47434,1,2,1,2,2,2,1,2,1,1,1,6,1,1,9,5,1,0,1,3,4,3,8,1,3,3,3,2,6,6,2,6,3,6,6,6,6,1,1,3,1,2,1,1,10,10,4,1,3,5,3,5,1,1,5,1,1,2,6,0,11.7927
47436,1,2,5,1,1,2,2,2,1,1,2,2,2,1,1,6,2,0,1,1,3,1,5,2,2,2,1,2,6,6,3,6,1,4,0,4,0,1,4,2,1,3,3,3,7,99,3,2,1,1,1,5,3,3,2,1,1,1,1,1,51.9627
47437,6,6,6,6,6,6,4,1,1,1,2,1,2,3,2,3,2,0,1,2,4,3,1,2,2,3,3,1,1,0,3,6,6,6,6,1,0,2,96,96,6,6,6,6,96,6,3,1,2,1,1,5,1,1,6,2,2,2,6,0,10.5506
47438,6,6,6,6,6,6,0,6,6,6,6,6,6,1,1,6,2,0,3,4,3,3,3,2,3,3,3,2,6,6,2,6,6,6,6,6,6,3,96,96,6,6,6,6,96,6,3,2,2,2,2,99,9,1,99,9,1,2,6,0,10.081
47442,1,2,2,5,2,1,6,6,6,6,6,6,6,3,1,6,1,0,1,2,4,2,9,2,6,2,2,1,3,4,3,6,1,6,6,3,4,1,5,5,1,2,2,2,5,99,4,2,1,1,1,2,1,1,2,1,1,1,1,1,12.801
47444,1,2,2,2,2,2,2,2,1,1,2,2,1,1,9,3,1,0,1,2,3,3,5,1,2,3,3,2,6,6,1,6,6,6,6,6,6,1,3,2,1,3,2,2,8,9,3,1,3,3,3,6,2,2,6,2,2,2,6,0,11.2514
47445,6,6,6,6,6,6,2,1,1,2,2,4,1,3,1,6,2,0,2,1,2,1,5,2,6,1,3,1,2,3,3,3,1,0,0,2,3,3,96,96,6,6,6,6,96,99,2,2,1,2,2,2,1,1,1,1,1,2,6,0,16.1185
47447,3,1,1,1,1,2,3,1,1,1,1,6,3,1,1,5,2,0,1,1,4,1,8,2,6,1,1,2,6,6,2,6,1,6,6,6,6,1,1,8,1,9,1,1,10,5,9,1,2,3,3,5,3,3,5,3,3,2,6,0,13.7152
47450,2,2,3,3,1,1,6,6,6,6,6,6,6,1,2,6,1,2,1,3,1,3,1,2,2,3,3,2,6,6,2,6,6,3,1,3,1,1,7,5,1,1,1,1,8,8,3,2,1,1,1,5,1,1,3,1,1,1,1,1,10.8418
47451,1,2,3,2,2,2,5,2,1,2,1,6,3,3,1,3,2,0,3,1,3,2,10,2,6,2,2,2,6,6,3,6,2,0,0,0,0,1,1,8,1,2,2,2,6,4,3,2,1,1,2,2,1,1,6,3,3,1,1,1,48.5379
47452,1,1,1,4,1,1,6,6,6,6,6,6,6,3,1,6,2,0,3,2,2,9,9,2,3,3,9,1,0,0,3,6,1,6,6,0,0,1,4,4,1,9,1,2,8,8,2,2,1,4,4,4,9,3,6,9,3,1,1,2,14.3608
47453,1,2,2,2,2,1,6,6,6,6,6,6,6,4,1,6,2,1,1,3,4,1,9,2,1,1,1,1,0,0,2,6,6,6,6,0,0,1,7,4,1,1,2,2,4,6,9,2,1,1,1,6,3,3,4,2,2,2,6,0,27.461
47456,1,1,2,2,2,2,3,3,1,1,2,2,3,5,1,1,1,1,3,1,2,1,4,2,6,1,2,1,2,4,3,6,3,6,6,2,4,1,3,2,1,2,3,2,4,3,2,1,2,2,2,1,1,1,1,1,1,2,6,0,18.8757
47457,1,2,3,2,4,1,6,6,6,6,6,6,6,2,2,3,2,0,1,2,3,3,8,2,2,3,3,2,6,6,3,9,1,6,6,6,6,1,5,3,1,3,2,2,8,9,3,2,1,1,1,2,1,1,2,1,1,1,1,1,10.516
47459,1,1,2,2,1,2,0,6,6,6,6,6,6,1,1,6,1,2,3,3,2,9,1,2,3,3,9,2,6,6,1,6,6,6,6,6,6,1,5,1,1,2,1,3,10,10,2,2,1,2,2,99,9,2,5,9,3,2,6,0,10.2558
47463,1,2,9,9,9,1,6,6,6,6,6,6,6,3,1,99,2,0,1,1,4,2,3,2,6,2,2,1,9,9,3,9,9,9,9,9,9,1,99,99,9,2,2,2,6,99,4,2,1,1,1,5,2,2,99,9,9,2,6,0,10.1339
47464,2,2,2,2,1,1,6,6,6,6,6,6,6,1,1,6,1,0,3,4,2,3,4,2,2,3,3,1,0,0,2,6,6,6,6,0,0,1,4,6,1,2,1,1,7,6,2,2,1,2,2,5,1,1,5,1,1,2,6,0,10.8636
47465,1,2,3,4,2,2,2,2,1,2,2,3,1,3,1,3,1,0,3,1,1,2,9,2,6,2,3,2,6,6,2,6,3,6,6,6,6,1,7,4,1,2,2,1,7,7,1,2,1,1,1,5,2,1,4,1,1,2,6,0,10.2769
47466,2,2,1,1,2,1,6,6,6,6,6,6,6,3,1,3,2,0,1,1,1,2,8,2,6,2,3,2,6,6,3,4,4,0,1,0,1,1,5,5,1,3,3,2,7,5,4,2,1,1,1,5,2,1,6,3,1,2,6,0,10.7928
47467,3,2,3,3,3,2,2,1,1,2,1,6,3,1,1,6,2,0,1,1,4,1,3,2,6,1,2,1,9,9,3,6,6,6,6,9,9,1,6,7,9,0,1,1,99,1,9,2,1,1,1,99,9,9,99,9,9,1,2,3,11.4112
47468,1,2,2,2,2,1,6,6,6,6,6,6,6,1,1,5,1,0,2,2,2,2,4,2,2,2,2,2,6,6,1,6,6,6,6,6,6,1,6,2,1,2,2,2,3,3,2,2,2,2,2,99,9,9,5,2,2,2,6,0,10.4948
47469,1,2,1,1,1,2,0,6,6,6,6,6,6,1,1,6,1,2,1,4,4,3,1,2,2,3,3,2,6,6,1,6,6,6,6,6,6,1,5,5,2,3,3,2,10,10,4,2,1,1,1,3,1,1,2,1,1,2,6,0,12.7394
47470,3,2,2,1,1,2,1,2,1,1,2,2,1,3,1,6,1,0,3,1,2,2,3,2,6,2,2,2,6,6,2,6,6,3,3,3,3,1,6,7,2,0,1,1,3,2,2,2,1,2,2,5,2,2,6,3,3,2,6,0,35.7752
47472,1,6,6,6,6,6,1,2,2,1,6,6,1,3,1,6,1,0,1,1,4,2,9,2,6,2,2,1,4,0,3,4,3,4,4,4,4,1,7,4,1,6,6,6,96,10,4,2,1,1,1,6,2,2,5,1,1,2,6,0,11.0931
47473,3,2,2,2,4,1,6,6,6,6,6,6,6,2,1,1,2,0,1,1,4,1,7,2,6,1,1,2,6,6,1,6,6,6,6,6,6,1,6,7,1,0,1,1,4,2,9,2,1,1,1,2,1,1,2,1,1,2,6,0,14.3545
47475,6,6,6,6,6,6,3,3,1,2,1,6,3,1,2,6,2,0,1,2,4,2,4,2,2,2,2,2,6,6,3,3,6,6,6,6,6,2,96,96,6,6,6,6,96,99,4,2,1,1,1,5,3,3,5,3,3,1,3,3,24.7214
47477,1,2,2,2,2,2,2,2,1,1,2,2,3,3,9,1,1,0,1,1,3,3,8,2,2,3,3,2,6,6,1,6,6,6,6,6,6,1,99,99,2,3,1,1,3,4,3,1,3,3,3,2,1,1,1,1,1,2,6,0,27.3963
47479,3,2,3,3,2,2,3,2,1,1,2,1,1,3,1,2,2,0,1,1,3,1,10,1,6,1,1,1,1,1,3,1,6,4,3,4,3,1,2,8,1,0,1,1,4,2,3,2,1,1,1,4,2,2,4,2,2,2,6,0,71.1378
47480,1,2,2,4,4,1,6,6,6,6,6,6,6,1,2,6,2,0,1,4,4,1,9,2,1,1,1,2,6,6,1,6,6,6,6,6,6,1,7,4,1,1,2,2,99,99,9,2,1,1,1,2,1,1,3,1,1,1,2,3,32.2057
47481,3,1,2,2,1,1,6,6,6,6,6,6,6,1,1,6,1,1,1,1,4,1,9,2,6,1,1,1,2,0,3,6,6,2,0,3,0,1,6,7,2,0,1,1,1,3,9,2,1,1,1,1,1,1,1,1,1,2,6,0,11.3271
47485,6,6,6,6,6,6,2,1,1,2,2,1,2,3,1,1,2,0,3,1,2,2,6,1,1,2,3,2,6,6,3,6,4,0,4,0,4,3,96,96,6,6,6,6,96,3,2,2,1,4,2,2,1,1,1,1,1,1,9,3,39.1567
47487,6,6,6,6,6,6,0,6,6,6,6,6,6,1,1,3,2,0,1,2,4,2,3,2,6,2,3,1,0,0,3,6,3,6,6,0,0,3,96,96,6,6,6,6,96,2,4,2,1,1,1,6,3,3,2,1,1,1,1,1,14.2388
47489,6,6,6,6,6,6,1,1,1,2,2,2,1,1,1,6,1,0,3,2,2,2,4,2,1,2,3,1,3,4,3,6,3,4,4,4,4,3,96,96,6,6,6,6,96,1,2,2,1,2,2,5,2,1,2,1,1,2,6,0,37.4128
47490,3,6,6,6,6,6,5,4,1,2,1,6,2,3,1,1,2,0,1,1,4,1,8,2,6,1,1,2,6,6,1,6,9,6,6,6,6,1,6,6,2,6,6,6,96,7,9,2,1,1,1,2,1,1,5,3,3,2,6,0,44.0902
47492,2,6,6,6,6,6,2,2,1,2,2,1,3,3,1,3,2,0,1,1,3,1,9,2,6,1,2,1,2,4,2,6,6,6,6,2,4,1,7,4,1,6,6,6,96,1,3,1,2,1,3,1,1,1,99,9,9,2,6,0,71.1378
47493,3,1,2,2,1,2,1,1,1,2,1,6,3,3,1,6,2,0,1,1,4,2,2,2,6,2,2,1,3,2,3,6,3,1,0,3,2,1,2,7,1,0,1,1,3,3,4,1,1,1,1,99,9,9,5,2,2,2,6,0,16.6989
47494,1,2,2,3,3,1,6,6,6,6,6,6,6,3,9,1,1,1,1,2,4,3,7,2,2,3,3,2,6,6,3,6,4,6,6,6,6,1,4,3,1,3,2,2,5,5,2,1,9,3,3,2,1,1,2,1,1,2,6,0,10.4538
47495,1,2,2,2,2,2,3,1,1,2,2,1,3,1,1,6,1,2,1,1,1,1,8,2,6,1,1,1,3,2,2,6,6,6,6,3,2,1,6,7,1,1,2,2,4,3,1,2,1,1,1,1,1,1,1,1,1,2,6,0,11.4527
47497,1,2,1,1,1,1,6,6,6,6,6,6,6,1,1,5,1,0,1,2,3,3,8,2,2,3,3,2,6,6,3,6,3,6,6,6,6,1,3,5,1,3,1,1,10,10,3,2,1,1,1,5,1,1,5,1,1,2,6,0,10.516
47498,2,2,1,2,1,2,1,2,1,1,1,6,2,3,1,2,1,0,1,1,3,2,8,2,6,2,3,2,6,6,3,3,3,3,0,3,0,1,4,2,1,2,2,1,5,6,3,1,1,1,1,99,9,9,2,1,1,1,2,1,51.9321
47499,1,2,3,3,2,1,6,6,6,6,6,6,6,1,1,5,2,0,3,1,1,1,9,2,6,1,1,2,6,6,2,6,6,6,6,6,6,1,7,4,1,1,2,2,5,5,1,1,2,2,2,5,3,3,99,9,9,2,6,0,10.3738
47503,2,2,2,2,2,1,6,6,6,6,6,6,6,3,1,6,1,1,2,1,2,1,10,2,6,1,1,1,3,3,3,6,6,6,6,3,3,1,6,7,1,9,1,1,4,3,2,2,1,2,2,1,1,1,2,1,1,1,1,1,20.9958
47504,1,2,3,2,2,1,6,6,6,6,6,6,6,1,2,6,1,2,3,4,1,3,1,2,3,3,3,2,6,6,2,6,6,3,2,3,2,1,5,5,1,3,1,1,9,99,1,2,1,1,1,4,1,1,5,1,1,2,6,0,10.2892
47505,1,2,2,2,1,1,6,6,6,6,6,6,6,3,1,1,1,0,3,2,4,2,4,2,6,2,3,2,6,6,2,6,4,6,6,6,6,1,7,5,1,2,2,1,6,7,2,1,1,1,1,2,1,1,5,2,1,2,6,0,14.2388
47507,1,2,2,2,1,1,6,6,6,6,6,6,6,3,1,6,2,0,1,1,3,2,10,1,6,2,2,1,3,2,2,6,1,6,6,3,2,1,2,7,1,1,1,1,99,99,3,1,1,3,3,2,1,1,2,1,1,2,6,0,20.4737
47509,1,2,1,2,1,2,0,6,6,6,6,6,6,1,1,6,2,1,1,4,4,2,5,2,2,2,3,2,6,6,3,6,6,3,4,3,4,1,5,5,1,2,2,1,10,10,4,2,1,1,1,2,1,1,5,2,1,2,6,0,10.6074
47511,1,2,1,1,3,2,2,2,2,1,6,6,1,1,2,6,1,0,1,2,2,3,8,2,2,3,3,1,0,0,3,6,2,6,6,0,0,1,3,1,1,2,1,1,8,4,4,2,1,1,1,6,3,3,5,1,1,2,6,0,16.1977
47514,1,2,1,1,2,2,2,1,2,1,6,6,1,1,1,3,2,0,1,1,1,2,9,2,6,2,2,1,4,4,3,6,1,2,2,4,4,1,1,4,2,2,1,1,6,6,1,9,3,1,1,1,1,1,1,1,1,2,6,0,10.1859
47515,2,1,5,1,4,2,1,1,1,1,1,6,1,1,1,6,1,0,1,3,4,2,5,2,6,2,2,1,0,0,3,6,2,6,6,0,0,1,3,2,1,2,2,2,10,7,4,2,1,1,1,2,1,1,2,1,1,2,6,0,10.8597
47516,1,2,2,2,2,1,6,6,6,6,6,6,6,1,1,1,1,2,3,3,4,2,5,2,6,2,2,1,4,4,3,6,6,6,6,4,4,1,5,5,1,2,1,1,99,7,4,2,1,1,1,1,1,1,4,1,1,2,6,0,10.6074
47520,3,1,3,4,2,1,6,6,6,6,6,6,6,3,1,1,2,0,1,1,3,1,4,2,6,1,2,1,2,4,2,6,6,6,6,2,4,1,6,7,1,0,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,6,0,51.9627
47523,2,1,3,2,2,1,6,6,6,6,6,6,6,3,1,2,2,0,1,1,4,1,8,2,6,1,2,1,3,4,3,6,6,0,0,3,4,1,3,7,1,9,1,1,3,99,9,1,1,3,5,1,1,1,2,1,1,2,6,0,13.7152
47525,2,2,1,2,1,2,2,1,1,1,2,3,1,1,1,4,2,0,1,1,4,1,9,2,9,1,1,2,6,6,1,6,6,6,6,6,6,1,3,5,1,0,1,1,9,9,9,2,1,1,9,99,9,9,1,1,1,2,6,0,32.2057
47526,3,1,2,4,2,2,1,1,1,1,2,2,2,2,1,6,1,0,3,3,2,1,7,2,1,1,3,1,1,2,2,6,6,6,6,1,2,1,4,3,1,1,2,1,4,3,2,1,3,5,1,5,3,1,99,9,1,2,6,0,15.5494
47527,2,2,2,2,2,1,6,6,6,6,6,6,6,3,1,4,1,0,1,1,4,2,4,2,6,2,2,2,6,6,3,1,1,2,0,2,0,1,5,5,1,2,2,2,6,6,4,2,1,1,1,3,1,1,6,3,3,2,6,0,14.2388
47528,2,1,3,2,1,1,6,6,6,6,6,6,6,1,1,6,1,0,1,4,1,2,5,1,6,2,2,2,6,6,3,6,6,4,3,4,3,1,5,2,1,0,1,1,5,5,1,2,1,1,1,3,1,1,2,1,1,1,2,1,10.1859
47530,1,2,1,2,2,1,6,6,6,6,6,6,6,1,1,6,1,0,3,4,4,1,4,1,2,2,1,1,0,0,3,6,6,6,6,0,0,1,7,5,1,1,1,2,4,5,9,2,2,3,3,99,9,9,99,9,9,2,6,0,32.2057
47531,6,6,6,6,6,6,2,1,1,1,1,6,1,1,1,6,2,0,1,3,4,3,1,2,2,3,3,1,9,0,2,6,6,6,6,9,0,2,96,96,6,6,6,6,96,2,4,2,1,1,1,2,1,1,4,1,1,2,6,0,10.1205
47538,1,2,2,3,2,1,6,6,6,6,6,6,6,4,9,2,1,1,1,1,4,3,8,2,6,3,3,2,6,6,2,6,4,6,6,6,6,1,5,5,1,3,2,1,3,3,4,1,9,3,1,6,1,1,5,1,1,2,6,0,10.3386
47542,1,2,1,3,2,1,6,6,6,6,6,6,6,3,1,6,2,0,3,2,3,1,9,2,6,1,1,1,4,4,1,9,9,9,9,9,9,1,6,6,2,1,2,2,2,3,3,2,1,4,2,3,1,1,3,1,1,1,1,1,51.9627
47545,1,2,2,3,1,1,6,6,6,6,6,6,6,1,1,6,1,1,3,2,2,3,9,2,3,3,3,1,3,3,3,6,6,4,3,4,4,1,7,1,1,2,1,1,9,8,2,2,1,4,4,1,1,1,2,1,1,2,6,0,15.4887
47547,3,1,1,2,1,2,3,2,1,1,1,6,1,3,1,6,2,0,3,1,4,2,5,2,6,2,2,2,6,6,3,6,3,0,0,0,0,1,6,7,2,9,1,1,3,2,4,2,1,2,2,6,3,3,5,2,2,2,6,0,10.5979
47548,2,1,2,1,1,1,6,6,6,6,6,6,6,3,1,6,2,0,3,2,3,3,2,2,2,3,3,1,3,4,3,6,4,6,6,3,4,1,6,6,1,2,1,1,6,3,3,2,1,1,1,3,1,1,1,1,1,2,6,0,11.7664
47550,6,6,6,6,6,6,0,6,6,6,6,6,6,3,1,4,2,0,1,9,4,1,10,2,1,1,1,2,6,6,2,6,6,6,6,6,6,3,96,96,6,6,6,6,96,99,9,9,2,3,3,99,9,9,99,9,9,2,6,0,44.0902
47552,2,2,2,2,2,2,1,2,1,1,1,6,2,3,1,3,2,0,1,2,4,9,7,2,2,2,9,2,6,6,1,6,6,6,6,6,6,1,1,7,1,0,1,3,6,5,4,1,1,1,1,5,9,3,5,9,3,2,6,0,14.4032
47553,6,6,6,6,6,6,0,6,6,6,6,6,6,2,1,6,2,0,1,4,3,3,10,2,3,3,3,2,6,6,2,6,6,6,6,6,6,3,96,96,6,6,6,6,96,1,3,9,2,5,3,1,1,1,1,1,1,2,6,0,12.2701
47556,6,6,6,6,6,6,3,2,1,1,2,2,3,3,1,3,2,0,3,1,4,2,3,2,6,2,3,2,6,6,1,6,6,6,6,6,6,2,96,96,6,6,6,6,96,99,4,2,1,1,1,5,2,1,5,2,1,2,6,0,12.801
47557,6,6,6,6,6,6,4,2,1,1,1,6,1,3,1,1,1,0,1,1,3,3,10,2,2,3,3,2,6,6,2,6,6,6,6,6,6,3,96,96,6,6,6,6,96,5,4,1,3,1,3,6,2,2,5,1,1,1,1,1,10.516
47558,1,2,2,2,2,1,6,6,6,6,6,6,6,1,1,6,1,3,1,3,4,3,1,2,2,3,3,1,0,0,3,6,6,6,6,0,0,1,5,1,1,2,1,1,10,99,4,2,1,1,1,5,1,1,5,1,1,2,6,0,10.331
47560,1,2,2,2,1,1,6,6,6,6,6,6,6,1,1,6,1,0,2,3,2,2,3,2,6,2,2,1,1,0,3,6,6,6,6,1,0,1,7,4,1,2,3,3,7,7,2,1,2,5,3,1,1,1,2,1,1,2,6,0,35.7752
47561,6,6,6,6,6,6,0,6,6,6,6,6,6,4,2,6,1,3,1,3,3,3,5,2,6,3,3,2,6,6,3,6,9,6,6,6,6,3,96,96,6,6,6,6,96,4,3,1,2,3,3,5,1,1,5,1,1,2,6,0,11.7664
47564,1,2,1,1,1,1,6,6,6,6,6,6,6,1,1,6,1,2,1,3,4,1,9,2,1,1,1,1,4,4,1,9,9,9,9,9,9,1,7,4,1,1,2,2,6,6,9,2,1,1,1,99,9,9,99,9,9,2,6,0,14.3545
47567,1,2,3,3,2,2,1,2,1,2,2,3,1,1,1,6,1,2,1,2,4,1,9,2,0,1,1,2,6,6,3,6,1,6,6,6,6,1,7,4,1,1,2,2,8,10,9,2,1,1,1,3,1,1,2,1,1,2,6,0,14.3545
47568,6,6,6,6,6,6,0,6,6,6,6,6,6,1,1,2,1,9,1,1,4,1,9,2,6,1,1,1,3,3,2,6,6,6,6,3,3,3,96,96,6,6,6,6,96,1,9,2,1,1,1,2,1,1,2,1,1,1,2,1,32.2057
47571,3,2,2,3,2,2,3,2,1,1,1,6,3,2,1,4,2,0,1,1,3,1,5,2,6,1,1,2,6,6,2,1,6,6,6,6,6,1,2,7,1,0,1,1,3,6,3,1,2,1,3,5,3,3,5,3,3,2,6,0,51.9627
47572,1,1,3,4,2,2,1,1,1,1,1,6,1,1,1,6,2,2,1,4,4,2,5,2,1,2,2,2,6,6,2,6,6,6,6,6,6,1,6,1,1,0,1,1,5,99,1,2,1,1,1,6,3,3,6,3,3,2,6,0,13.8425
47575,6,6,6,6,6,6,2,1,2,2,6,6,2,3,1,3,2,0,3,1,1,2,9,2,6,2,3,2,6,6,3,6,1,0,4,0,4,3,96,96,6,6,6,6,96,1,1,2,1,4,2,4,1,1,4,1,1,2,6,0,10.7928
47576,2,2,2,2,2,2,3,2,1,2,2,1,3,3,1,4,2,0,1,1,3,1,10,2,6,1,1,2,6,6,2,6,1,6,6,6,6,1,6,5,2,0,1,1,2,3,3,2,1,1,1,1,1,1,5,3,3,2,6,0,51.9627
47577,1,2,1,2,1,1,6,6,6,6,6,6,6,4,1,5,2,0,1,1,4,1,5,2,2,2,1,1,0,0,3,6,1,2,0,2,0,1,4,3,1,2,2,3,8,7,9,2,1,1,1,5,3,3,6,3,3,2,6,0,32.2057
47578,6,6,6,6,6,6,3,1,2,1,6,6,2,5,2,6,2,0,1,3,4,3,6,2,6,3,3,2,6,6,9,9,9,9,9,9,9,3,96,96,6,6,6,6,96,2,3,1,1,1,1,1,1,1,1,1,1,2,6,0,11.9085
47579,1,2,2,2,2,1,6,6,6,6,6,6,6,2,1,4,2,0,3,3,2,2,9,2,6,2,2,2,6,6,3,6,1,6,6,6,6,1,7,4,1,2,2,2,8,7,3,1,2,3,3,6,3,3,6,3,3,2,6,0,10.8292
47580,6,6,6,6,6,6,2,5,2,2,6,6,2,4,1,6,1,2,1,3,4,3,1,2,6,3,3,2,6,6,2,6,6,0,0,0,0,2,96,96,6,6,6,6,96,99,4,2,1,1,1,2,1,1,2,1,1,1,1,1,10.515
47582,1,2,1,2,4,2,3,1,1,1,1,6,3,3,1,4,1,0,1,1,3,2,4,2,6,2,2,1,1,0,3,6,1,6,6,1,0,1,7,5,1,2,2,2,4,99,3,2,1,1,1,1,1,1,2,1,1,1,1,1,63.2254
47583,6,6,6,6,6,6,3,2,1,1,1,6,1,3,1,5,2,0,1,1,4,2,1,2,6,2,2,2,6,6,3,6,1,6,6,6,6,2,96,96,6,6,6,6,96,7,4,2,1,1,1,4,1,1,5,2,2,2,6,0,11.0243
47586,3,1,4,2,4,1,6,6,6,6,6,6,6,3,2,6,2,0,1,1,1,2,8,2,6,2,2,1,3,4,3,9,1,2,3,3,4,1,6,7,1,0,1,1,3,99,1,2,1,1,1,2,1,1,5,3,2,2,6,0,10.3331
47589,1,1,3,5,1,2,3,1,1,1,1,6,1,2,1,6,2,0,1,3,3,3,9,2,2,3,3,1,4,4,3,6,1,4,4,4,4,1,5,5,1,2,1,1,7,7,3,9,2,5,3,5,1,1,5,1,1,2,6,0,11.2514
47592,2,2,2,3,2,2,2,1,1,1,2,1,1,3,1,3,2,0,1,1,4,2,6,2,6,2,2,2,6,6,3,3,6,6,6,6,6,1,4,4,1,2,2,2,4,99,4,2,1,1,1,5,1,1,2,1,1,2,6,0,12.801
47593,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,6,1,0,1,3,3,3,3,2,2,3,3,2,6,6,3,6,3,6,6,6,6,1,5,5,1,3,2,2,8,8,4,2,1,1,1,6,2,2,6,2,2,2,6,0,10.1448
47595,3,6,6,6,6,6,4,2,1,1,2,2,1,1,1,1,2,0,1,1,4,1,8,2,6,1,1,2,6,6,3,4,2,6,6,6,6,1,1,1,1,6,6,6,96,10,9,2,1,1,1,5,3,3,5,3,3,2,6,0,13.7152
47599,1,2,2,2,2,2,2,4,1,1,1,6,2,3,9,1,2,0,1,1,3,2,4,2,6,2,2,2,6,6,2,6,6,6,6,6,6,1,3,2,1,2,2,2,7,5,3,1,3,5,5,6,3,3,6,3,3,2,6,0,203.0235
47600,1,2,1,3,2,1,6,6,6,6,6,6,6,1,1,6,2,0,1,3,4,2,9,2,6,2,2,1,4,4,3,3,6,3,0,4,4,1,7,4,1,2,2,2,8,8,4,2,1,1,1,5,2,2,2,1,1,1,2,2,10.0555
